id,title,description,google_product_category,product_type,link,image_link,condition,availability,price,sale_price,brand,gtin,mpn,item_group_id,color,material,size,gender,age_group,shipping_weight,expiration_date,Intended_use,sale_flag,master_link
WH001659 12X148 6B MS,"Race Face | Era 30 Carbon 29"" Wheel 12X148 6B Ms","Race Face Era 30 Carbon 29"" Wheel Strong, Compliant, Light, and Snappy An upgraded wheelset on your mountain bike will have significant performance benefits. Carbon fiber wheels are lightweight and strong, and get your bike rolling much faster than aluminum. The Race Face Era 30 Carbon 29"" Wheel has increased compliance that allows just enough lateral rim deflection to keep you glued to your intended line in rough sections. The predictability and efficient tracking lets you focus less on your wheels and more on the trail. The rear wheel's deeper rim profile is built to withstand full-time enduro punishment while staying light enough for agile uphill maneuvers. The Era's lateral stiffness gives a firm and unmistakable carbon snap-back when exiting corners and berms. The rims are tubeless-ready so you can ditch the tubes and add tubeless tape, sealant, and valves for a smoother ride, better traction, and fewer flats. Features Increased compliance allows just enough lateral rim deflection to keep you glued to your intended line in rough sections Rear wheel's deeper rim profile is built to withstand full-time enduro punishment while staying light enough for agile uphill maneuvers Lateral stiffness gives a firm and unmistakable carbon snap-back when exiting corners and berms Tubeless-ready for a smoother ride, better traction, and fewer flatse MTB compatible with a maximum drive assist torque of 65Nm System weight rating: 140kg (306 lbs)SPECIFICATIONSWheel Size29""Material Carbon Fiber Outer Width37. 2mm Inner Width30mm Rim Height-Spoke Drilling28HValve Type Presta Tubeless Yes Tire Type Clincher Brake Compatibility Disc (6-Bolt)Front Axle15x110mm Rear Axle12x148mm Intended Use Trail, All-Mountain, Enduro Approximate Weight1750g (29"" Set) | Race Face | Era 30 Carbon 29"" Wheel 12X148 6B Ms",Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Wheels,Components > Wheels > Mountain Bike Wheels,https://www.jensonusa.com/race-face-era-30-carbon-29-wheel-4,"https://www.jensonusa.com/cdn-cgi/image/width=1000,quality=70,format=auto,fit=contain/globalassets/digizuite/57790-en-wh001659-12x148-6b-ms.jpg",New,in stock,825,,Race Face,821973471785‬,944-00-022,WH001659,Black,Carbon Fiber,One Size,,,,,Trail / All-Mountain,0,https://www.jensonusa.com/race-face-era-30-carbon-29-wheel
