SKU,BaseCode,Name,PDP URL,Price(B2C US),BaseCurve,BridgeSize,EyeSize,ImageUrl,FrameColor,LensColor,LensGradient,LensMaterial,ReaderPower,StockLevel,StockStatus,Description
MR103-085,MM103,MYMAUI STINGRAY,https://www.mauijim.com/my-maui/mymaui-stingray,329,8,21,56,https://images.mauijim.com/mymaui/103/MM103-035_front.jpg,Gloss Black,MAUIGreen®,Full Mirror,Readers,1.5,997,inStock,"Inspired by encounters with the rare and gentle stingrays of Hawaii, the Stingray wrap sunglasses from Maui Jim are subtle in their magnificence. Made with a durable acetate frame and glare-free, polarized lenses ready to tackle any activity."
MR103-086,MM103,MYMAUI STINGRAY,https://www.mauijim.com/my-maui/mymaui-stingray,329,8,21,56,https://images.mauijim.com/mymaui/103/MM103-035_front.jpg,Gloss Black,MAUIGreen®,Full Mirror,Readers,2,995,inStock,"Inspired by encounters with the rare and gentle stingrays of Hawaii, the Stingray wrap sunglasses from Maui Jim are subtle in their magnificence. Made with a durable acetate frame and glare-free, polarized lenses ready to tackle any activity."
MR103-087,MM103,MYMAUI STINGRAY,https://www.mauijim.com/my-maui/mymaui-stingray,329,8,21,56,https://images.mauijim.com/mymaui/103/MM103-035_front.jpg,Gloss Black,MAUIGreen®,Full Mirror,Readers,2.5,996,inStock,"Inspired by encounters with the rare and gentle stingrays of Hawaii, the Stingray wrap sunglasses from Maui Jim are subtle in their magnificence. Made with a durable acetate frame and glare-free, polarized lenses ready to tackle any activity."
MR103-091,MM103,MYMAUI STINGRAY,https://www.mauijim.com/my-maui/mymaui-stingray,329,8,21,56,https://images.mauijim.com/mymaui/103/MM103-037_front.jpg,Crystal Matte,MAUIGreen®,Full Mirror,Readers,1.5,999,inStock,"Inspired by encounters with the rare and gentle stingrays of Hawaii, the Stingray wrap sunglasses from Maui Jim are subtle in their magnificence. Made with a durable acetate frame and glare-free, polarized lenses ready to tackle any activity."
MR103-092,MM103,MYMAUI STINGRAY,https://www.mauijim.com/my-maui/mymaui-stingray,329,8,21,56,https://images.mauijim.com/mymaui/103/MM103-037_front.jpg,Crystal Matte,MAUIGreen®,Full Mirror,Readers,2,998,inStock,"Inspired by encounters with the rare and gentle stingrays of Hawaii, the Stingray wrap sunglasses from Maui Jim are subtle in their magnificence. Made with a durable acetate frame and glare-free, polarized lenses ready to tackle any activity."
MR103-093,MM103,MYMAUI STINGRAY,https://www.mauijim.com/my-maui/mymaui-stingray,329,8,21,56,https://images.mauijim.com/mymaui/103/MM103-037_front.jpg,Crystal Matte,MAUIGreen®,Full Mirror,Readers,2.5,998,inStock,"Inspired by encounters with the rare and gentle stingrays of Hawaii, the Stingray wrap sunglasses from Maui Jim are subtle in their magnificence. Made with a durable acetate frame and glare-free, polarized lenses ready to tackle any activity."
MR103-094,MM103,MYMAUI STINGRAY,https://www.mauijim.com/my-maui/mymaui-stingray,329,8,21,56,https://images.mauijim.com/mymaui/103/MM103-038_front.jpg,Tortoise,MAUIGreen®,Full Mirror,Readers,1.5,997,inStock,"Inspired by encounters with the rare and gentle stingrays of Hawaii, the Stingray wrap sunglasses from Maui Jim are subtle in their magnificence. Made with a durable acetate frame and glare-free, polarized lenses ready to tackle any activity."
MR103-095,MM103,MYMAUI STINGRAY,https://www.mauijim.com/my-maui/mymaui-stingray,329,8,21,56,https://images.mauijim.com/mymaui/103/MM103-038_front.jpg,Tortoise,MAUIGreen®,Full Mirror,Readers,2,993,inStock,"Inspired by encounters with the rare and gentle stingrays of Hawaii, the Stingray wrap sunglasses from Maui Jim are subtle in their magnificence. Made with a durable acetate frame and glare-free, polarized lenses ready to tackle any activity."
MR103-096,MM103,MYMAUI STINGRAY,https://www.mauijim.com/my-maui/mymaui-stingray,329,8,21,56,https://images.mauijim.com/mymaui/103/MM103-038_front.jpg,Tortoise,MAUIGreen®,Full Mirror,Readers,2.5,996,inStock,"Inspired by encounters with the rare and gentle stingrays of Hawaii, the Stingray wrap sunglasses from Maui Jim are subtle in their magnificence. Made with a durable acetate frame and glare-free, polarized lenses ready to tackle any activity."
MM162-001,MM162,MYMAUI KAHUNA,https://www.mauijim.com/shop/sunglasses/rectangular/kahuna,339,8,18,61,https://images.mauijim.com/mymaui/162/MM162-001_front.jpg,Gunmetal,Neutral Grey,Bi-Gradient,MauiBrilliant,0,741,inStock,"The Kahuna frames have been a Maui Jim bestseller for more than 15 years, and for good reason. Made from lightweight, durable SuperThin Glass and available in multiple different  lens colors, these rectangular  <a href=""https\://www.mauijim.com/polarized-sunglasses"">polarized sunglasses styles</a> are always a safe bet."
MM162-002,MM162,MYMAUI KAHUNA,https://www.mauijim.com/shop/sunglasses/rectangular/kahuna,339,8,18,61,https://images.mauijim.com/mymaui/162/MM162-002_front.jpg,Gunmetal,HCL® Bronze,Bi-Gradient,MauiBrilliant,0,741,inStock,"The Kahuna frames have been a Maui Jim bestseller for more than 15 years, and for good reason. Made from lightweight, durable SuperThin Glass and available in multiple different  lens colors, these rectangular  <a href=""https\://www.mauijim.com/polarized-sunglasses"">polarized sunglasses styles</a> are always a safe bet."
MM162-003,MM162,MYMAUI KAHUNA,https://www.mauijim.com/shop/sunglasses/rectangular/kahuna,339,8,18,61,https://images.mauijim.com/mymaui/162/MM162-003_front.jpg,Gunmetal,Maui HT™,Bi-Gradient,MauiBrilliant,0,741,inStock,"The Kahuna frames have been a Maui Jim bestseller for more than 15 years, and for good reason. Made from lightweight, durable SuperThin Glass and available in multiple different  lens colors, these rectangular  <a href=""https\://www.mauijim.com/polarized-sunglasses"">polarized sunglasses styles</a> are always a safe bet."
MM162-004,MM162,MYMAUI KAHUNA,https://www.mauijim.com/shop/sunglasses/rectangular/kahuna,339,8,18,61,https://images.mauijim.com/mymaui/162/MM162-004_front.jpg,Gunmetal,Maui Rose®,Bi-Gradient,MauiBrilliant,0,741,inStock,"The Kahuna frames have been a Maui Jim bestseller for more than 15 years, and for good reason. Made from lightweight, durable SuperThin Glass and available in multiple different  lens colors, these rectangular  <a href=""https\://www.mauijim.com/polarized-sunglasses"">polarized sunglasses styles</a> are always a safe bet."
MM162-005,MM162,MYMAUI KAHUNA,https://www.mauijim.com/shop/sunglasses/rectangular/kahuna,339,8,18,61,https://images.mauijim.com/mymaui/162/MM162-005_front.jpg,Gunmetal,HCL® Bronze,Bi-Gradient,SuperThin Glass,0,741,inStock,"The Kahuna frames have been a Maui Jim bestseller for more than 15 years, and for good reason. Made from lightweight, durable SuperThin Glass and available in multiple different  lens colors, these rectangular  <a href=""https\://www.mauijim.com/polarized-sunglasses"">polarized sunglasses styles</a> are always a safe bet."
MM162-011,MM162,MYMAUI KAHUNA,https://www.mauijim.com/shop/sunglasses/rectangular/kahuna,339,8,18,61,https://images.mauijim.com/mymaui/162/MM162-011_front.jpg,Gunmetal,Blue Hawaii,Full Mirror,MauiBrilliant,0,741,inStock,"The Kahuna frames have been a Maui Jim bestseller for more than 15 years, and for good reason. Made from lightweight, durable SuperThin Glass and available in multiple different  lens colors, these rectangular  <a href=""https\://www.mauijim.com/polarized-sunglasses"">polarized sunglasses styles</a> are always a safe bet."
MM162-013,MM162,MYMAUI KAHUNA,https://www.mauijim.com/shop/sunglasses/rectangular/kahuna,339,8,18,61,https://images.mauijim.com/mymaui/162/MM162-013_front.jpg,Gunmetal,MAUI Sunrise,Full Mirror,MauiBrilliant,0,741,inStock,"The Kahuna frames have been a Maui Jim bestseller for more than 15 years, and for good reason. Made from lightweight, durable SuperThin Glass and available in multiple different  lens colors, these rectangular  <a href=""https\://www.mauijim.com/polarized-sunglasses"">polarized sunglasses styles</a> are always a safe bet."
MM162-015,MM162,MYMAUI KAHUNA,https://www.mauijim.com/shop/sunglasses/rectangular/kahuna,339,8,18,61,https://images.mauijim.com/mymaui/162/MM162-015_front.jpg,Gunmetal,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,741,inStock,"The Kahuna frames have been a Maui Jim bestseller for more than 15 years, and for good reason. Made from lightweight, durable SuperThin Glass and available in multiple different  lens colors, these rectangular  <a href=""https\://www.mauijim.com/polarized-sunglasses"">polarized sunglasses styles</a> are always a safe bet."
MM162-017,MM162,MYMAUI KAHUNA,https://www.mauijim.com/shop/sunglasses/rectangular/kahuna,339,8,18,61,https://images.mauijim.com/mymaui/162/MM162-017_front.jpg,Gunmetal,MAUIGreen®,Full Mirror,MauiBrilliant,0,741,inStock,"The Kahuna frames have been a Maui Jim bestseller for more than 15 years, and for good reason. Made from lightweight, durable SuperThin Glass and available in multiple different  lens colors, these rectangular  <a href=""https\://www.mauijim.com/polarized-sunglasses"">polarized sunglasses styles</a> are always a safe bet."
MM162-018,MM162,MYMAUI KAHUNA,https://www.mauijim.com/shop/sunglasses/rectangular/kahuna,339,8,18,61,https://images.mauijim.com/mymaui/162/MM162-018_front.jpg,Metallic Gloss Copper,MAUIGreen®,Full Mirror,MauiBrilliant,0,741,inStock,"The Kahuna frames have been a Maui Jim bestseller for more than 15 years, and for good reason. Made from lightweight, durable SuperThin Glass and available in multiple different  lens colors, these rectangular  <a href=""https\://www.mauijim.com/polarized-sunglasses"">polarized sunglasses styles</a> are always a safe bet."
MM162-019,MM162,MYMAUI KAHUNA,https://www.mauijim.com/shop/sunglasses/rectangular/kahuna,339,8,18,61,https://images.mauijim.com/mymaui/162/MM162-019_front.jpg,Gunmetal,Hawaii Glow,Full Mirror,MauiBrilliant,0,741,inStock,"The Kahuna frames have been a Maui Jim bestseller for more than 15 years, and for good reason. Made from lightweight, durable SuperThin Glass and available in multiple different  lens colors, these rectangular  <a href=""https\://www.mauijim.com/polarized-sunglasses"">polarized sunglasses styles</a> are always a safe bet."
MM162-020,MM162,MYMAUI KAHUNA,https://www.mauijim.com/shop/sunglasses/rectangular/kahuna,339,8,18,61,https://images.mauijim.com/mymaui/162/MM162-020_front.jpg,Gunmetal,Hawaii Seashine,Full Mirror,MauiBrilliant,0,741,inStock,"The Kahuna frames have been a Maui Jim bestseller for more than 15 years, and for good reason. Made from lightweight, durable SuperThin Glass and available in multiple different  lens colors, these rectangular  <a href=""https\://www.mauijim.com/polarized-sunglasses"">polarized sunglasses styles</a> are always a safe bet."
