SKU*,Parent SKU,Parent SKU Colour,Name,Brand,Description(No html),Features,Specifications,Specifics,Date Added,In Stock,In Promotion,UPC/EAN,Type,"All Variation SKUs (Delimited by “,”)",Image URL,Product URL,RRP,"Current Price (A - if on promotion, promotion price used)",Product Category Full Path List
100043-1169-001-S,100043-1169,100043-1169-Black,Mons Royale Sylvia Boyleg Womens Brief - Logo Black - S,Mons Royale,The Sylvia Boyleg is a super soft brief with comfortable low leg cut that won&#39;t ride up when you&#39;re raising your pulse. Designed for multiple activities from on snow to the trail. Merino Air-Con is ultra-lite and ultra breathable for year round use. *Updated fit:Outside hip length reduced to help improve the shape of the leg opening.,"<ul>
	<li>Durable, breathable and regulates body temperature</li>
	<li>Merino Air-Con 140</li>
	<li>No side seams for added comfort</li>
	<li>Mons slim-line waistband</li>
</ul>
","<p>Fit: Slim<br />
Fabric: Merino Air-Con<br />
Weight: 140gsm<br />
Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Logo Black;Size:S;Natural Fibre:Yes;Colour:Black,2022-06-30 00:00:00,y,1,9420057483457,Underwear,,https://www.wildearth.com.au/assets/full/100043-1169-001-S.png,https://www.wildearth.com.au/buy/womens-sylvia-boyleg-logo-black-s/100043-1169-001-S,44.95,41.95,All Products > Clothing > Bottoms > Underwear
100043-1169-001-XL,100043-1169,100043-1169-Black,Mons Royale Sylvia Boyleg Womens Brief - Logo Black - XL,Mons Royale,The Sylvia Boyleg is a super soft brief with comfortable low leg cut that won&#39;t ride up when you&#39;re raising your pulse. Designed for multiple activities from on snow to the trail. Merino Air-Con is ultra-lite and ultra breathable for year round use. *Updated fit:Outside hip length reduced to help improve the shape of the leg opening.,"<ul>
	<li>Durable, breathable and regulates body temperature</li>
	<li>Merino Air-Con 140</li>
	<li>No side seams for added comfort</li>
	<li>Mons slim-line waistband</li>
</ul>
","<p>Fit: Slim<br />
Fabric: Merino Air-Con<br />
Weight: 140gsm<br />
Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Logo Black;Size:XL;Natural Fibre:Yes;Colour:Black,2022-06-30 00:00:00,y,1,9420057483488,Underwear,,https://www.wildearth.com.au/assets/full/100043-1169-001-XL.png,https://www.wildearth.com.au/buy/womens-sylvia-boyleg-logo-black-xl/100043-1169-001-XL,44.95,41.95,All Products > Clothing > Bottoms > Underwear
100043-1169-001-XS,100043-1169,100043-1169-Black,Mons Royale Sylvia Boyleg Womens Brief - Logo Black - XS,Mons Royale,The Sylvia Boyleg is a super soft brief with comfortable low leg cut that won&#39;t ride up when you&#39;re raising your pulse. Designed for multiple activities from on snow to the trail. Merino Air-Con is ultra-lite and ultra breathable for year round use. *Updated fit:Outside hip length reduced to help improve the shape of the leg opening.,"<ul>
	<li>Durable, breathable and regulates body temperature</li>
	<li>Merino Air-Con 140</li>
	<li>No side seams for added comfort</li>
	<li>Mons slim-line waistband</li>
</ul>
","<p>Fit: Slim<br />
Fabric: Merino Air-Con<br />
Weight: 140gsm<br />
Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Logo Black;Size:XS;Natural Fibre:Yes;Colour:Black,2022-06-30 00:00:00,y,1,9420057483440,Underwear,,https://www.wildearth.com.au/assets/full/100043-1169-001-XS.png,https://www.wildearth.com.au/buy/womens-sylvia-boyleg-logo-black-xs/100043-1169-001-XS,44.95,41.95,All Products > Clothing > Bottoms > Underwear
100043-2169-673-L,100043-1169,100043-1169-Grey,Mons Royale Sylvia Boyleg Womens Brief - Grey Heather / Black - L,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Multisport;Gender:Women;Colours:Grey Heather / Black;Size:L;Natural Fibre:Yes;Colour:Grey,2023-06-15 00:00:00,y,1,9420070039082,Underwear,,https://www.wildearth.com.au/assets/full/100043-2169-673-L.jpg,https://www.wildearth.com.au/buy/mons-royale-womens-sylvia-boyleg-grey-heather-blac/100043-2169-673-L,44.95,41.95,All Products > Clothing > Bottoms > Underwear
100043-2169-673-M,100043-1169,100043-1169-Grey,Mons Royale Sylvia Boyleg Womens Brief - Grey Heather / Black - M,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Multisport;Gender:Women;Colours:Grey Heather / Black;Size:M;Natural Fibre:Yes;Colour:Grey,2023-06-15 00:00:00,y,1,9420070039075,Underwear,,https://www.wildearth.com.au/assets/full/100043-2169-673-M.jpg,https://www.wildearth.com.au/buy/mons-royale-womens-sylvia-boyleg-grey-heather-blac/100043-2169-673-M,44.95,41.95,All Products > Clothing > Bottoms > Underwear
100043-2169-673-S,100043-1169,100043-1169-Grey,Mons Royale Sylvia Boyleg Womens Brief - Grey Heather / Black - S,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Multisport;Gender:Women;Colours:Grey Heather / Black;Size:S;Natural Fibre:Yes;Colour:Grey,2023-06-15 00:00:00,y,1,9420070039068,Underwear,,https://www.wildearth.com.au/assets/full/100043-2169-673-S.jpg,https://www.wildearth.com.au/buy/mons-royale-womens-sylvia-boyleg-grey-heather-blac/100043-2169-673-S,44.95,41.95,All Products > Clothing > Bottoms > Underwear
100043-2169-673-XL,100043-1169,100043-1169-Grey,Mons Royale Sylvia Boyleg Womens Brief - Grey Heather / Black - XL,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Multisport;Gender:Women;Colours:Grey Heather / Black;Size:XL;Natural Fibre:Yes;Colour:Grey,2023-06-15 00:00:00,y,1,9420070039099,Underwear,,https://www.wildearth.com.au/assets/full/100043-2169-673-XL.jpg,https://www.wildearth.com.au/buy/mons-royale-womens-sylvia-boyleg-grey-heather-blac/100043-2169-673-XL,44.95,41.95,All Products > Clothing > Bottoms > Underwear
10004304-001-M,D10004304,D10004304-Black,Dakine Sequoia GTX Womens Snowboard & Ski Gloves - Black - M,Dakine,,,,Best Use:Snow;Gender:Women;Colours:Black;Size:M;Colour:Black,2024-12-05 00:00:00,y,1,194626545806,Gloves,,https://www.wildearth.com.au/assets/full/10004304-001-M.jpg,https://www.wildearth.com.au/buy/dakine-sequoia-gore-tex-glove-womens-black-m/10004304-001-M,149.99,145.95,All Products > Clothing > Clothing Accessories > Gloves;All Products > Snow > Snow Gloves & Socks
10004304-001-S,D10004304,D10004304-Black,Dakine Sequoia GTX Womens Snowboard & Ski Gloves - Black - S,Dakine,,,,Best Use:Snow;Gender:Women;Colours:Black;Size:S;Colour:Black,2024-12-05 00:00:00,y,1,194626545837,Gloves,,https://www.wildearth.com.au/assets/full/10004304-001-S.jpg,https://www.wildearth.com.au/buy/dakine-sequoia-gore-tex-glove-womens-black-s/10004304-001-S,149.99,145.95,All Products > Clothing > Clothing Accessories > Gloves;All Products > Snow > Snow Gloves & Socks
100044-1169,,100044-1169,Mons Royale FOLO Womens Brief,Mons Royale,"First on. Last off. Super soft, lightweight and naturally breathable thanks to our Merino Air-Con fabric. FOLO is designed for multisport use in all conditions.","<ul>
	<li>Durable, breathable and regulates body temperature</li>
	<li>Merino Air-Con 140</li>
	<li>Mons slimline waistband</li>
</ul>
","<p>Fit: Slim<br />
Fabric: Merino Air-Con<br />
Weight: 140gsm<br />
Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Natural Fibre:Yes,2023-06-15 00:00:00,y,1,,Underwear,"100044-1169-001-L,100044-1169-001-M,100044-1169-001-S,100044-1169-001-XL,100044-1169-001-XS,100044-1169-584-L,100044-1169-584-M,100044-1169-584-S,100044-1169-584-XL,100044-1169-584-XS,100044-1169-650-L,100044-1169-650-M,100044-1169-650-S,100044-1169-650-XL,100044-1169-650-XS,100044-2169-676-L,100044-2169-676-M,100044-2169-676-S,100044-2169-676-XL",https://www.wildearth.com.au/assets/full/100044-1169.jpg,https://www.wildearth.com.au/buy/mons-royale-folo-merino-womens-brief/100044-1169,44.95,31.47,All Products > Clothing > Bottoms > Underwear
100044-1169-001-L,100044-1169,100044-1169-Black,Mons Royale FOLO Merino Womens Brief - Logo Black - L,Mons Royale,"First on. Last off. Super soft, lightweight and naturally breathable thanks to our Merino Air-Con fabric. FOLO is designed for multisport use in all conditions.","<ul> 	<li>Durable, breathable and regulates body temperature</li> 	<li>Merino Air-Con 140</li> 	<li>Mons slimline waistband</li> </ul> ",<p>Fit: Slim<br /> Fabric: Merino Air-Con<br /> Weight: 140gsm<br /> Blend: 83% Merino Wool 13% Nylon 4% Elastane</p> ,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Logo Black;Size:L;Natural Fibre:Yes;Colour:Black,2022-06-29 00:00:00,y,1,9420057483624,Underwear,,https://www.wildearth.com.au/assets/full/100044-1169-001-L.jpg,https://www.wildearth.com.au/buy/womens-folo-brief-logo-black-l/100044-1169-001-L,44.95,41.95,All Products > Clothing > Bottoms > Underwear
100044-1169-001-M,100044-1169,100044-1169-Black,Mons Royale FOLO Merino Womens Brief - Logo Black - M,Mons Royale,"First on. Last off. Super soft, lightweight and naturally breathable thanks to our Merino Air-Con fabric. FOLO is designed for multisport use in all conditions.","<ul> 	<li>Durable, breathable and regulates body temperature</li> 	<li>Merino Air-Con 140</li> 	<li>Mons slimline waistband</li> </ul> ",<p>Fit: Slim<br /> Fabric: Merino Air-Con<br /> Weight: 140gsm<br /> Blend: 83% Merino Wool 13% Nylon 4% Elastane</p> ,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Logo Black;Size:M;Natural Fibre:Yes;Colour:Black,2022-06-29 00:00:00,y,1,9420057483617,Underwear,,https://www.wildearth.com.au/assets/full/100044-1169-001-M.jpg,https://www.wildearth.com.au/buy/womens-folo-brief-logo-black-m/100044-1169-001-M,44.95,40.95,All Products > Clothing > Bottoms > Underwear
100044-1169-001-S,100044-1169,100044-1169-Black,Mons Royale FOLO Merino Womens Brief - Logo Black - S,Mons Royale,"First on. Last off. Super soft, lightweight and naturally breathable thanks to our Merino Air-Con fabric. FOLO is designed for multisport use in all conditions.","<ul> 	<li>Durable, breathable and regulates body temperature</li> 	<li>Merino Air-Con 140</li> 	<li>Mons slimline waistband</li> </ul> ",<p>Fit: Slim<br /> Fabric: Merino Air-Con<br /> Weight: 140gsm<br /> Blend: 83% Merino Wool 13% Nylon 4% Elastane</p> ,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Logo Black;Size:S;Natural Fibre:Yes;Colour:Black,2022-06-29 00:00:00,n,1,9420057483600,Underwear,,https://www.wildearth.com.au/assets/full/100044-1169-001-S.jpg,https://www.wildearth.com.au/buy/womens-folo-brief-logo-black-s/100044-1169-001-S,44.95,41.95,All Products > Clothing > Bottoms > Underwear
100044-1169-001-XL,100044-1169,100044-1169-Black,Mons Royale FOLO Merino Womens Brief - Logo Black - XL,Mons Royale,"First on. Last off. Super soft, lightweight and naturally breathable thanks to our Merino Air-Con fabric. FOLO is designed for multisport use in all conditions.","<ul> 	<li>Durable, breathable and regulates body temperature</li> 	<li>Merino Air-Con 140</li> 	<li>Mons slimline waistband</li> </ul> ",<p>Fit: Slim<br /> Fabric: Merino Air-Con<br /> Weight: 140gsm<br /> Blend: 83% Merino Wool 13% Nylon 4% Elastane</p> ,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Logo Black;Size:XL;Natural Fibre:Yes;Colour:Black,2022-06-29 00:00:00,y,1,9420057483631,Underwear,,https://www.wildearth.com.au/assets/full/100044-1169-001-XL.jpg,https://www.wildearth.com.au/buy/womens-folo-brief-logo-black-xl/100044-1169-001-XL,44.95,40.95,All Products > Clothing > Bottoms > Underwear
100044-1169-001-XS,100044-1169,100044-1169-Black,Mons Royale FOLO Merino Womens Brief - Logo Black - XS,Mons Royale,"First on. Last off. Super soft, lightweight and naturally breathable thanks to our Merino Air-Con fabric. FOLO is designed for multisport use in all conditions.","<ul> 	<li>Durable, breathable and regulates body temperature</li> 	<li>Merino Air-Con 140</li> 	<li>Mons slimline waistband</li> </ul> ",<p>Fit: Slim<br /> Fabric: Merino Air-Con<br /> Weight: 140gsm<br /> Blend: 83% Merino Wool 13% Nylon 4% Elastane</p> ,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Women;Colours:Logo Black;Size:XS;Natural Fibre:Yes;Colour:Black,2022-06-29 00:00:00,y,1,9420057483594,Underwear,,https://www.wildearth.com.au/assets/full/100044-1169-001-XS.jpg,https://www.wildearth.com.au/buy/womens-folo-brief-logo-black-xs/100044-1169-001-XS,44.95,40.95,All Products > Clothing > Bottoms > Underwear
100044-2169-676-XL,100044-1169,100044-1169-White,Mons Royale FOLO Womens Brief - MR Stripe - XL,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Multisport;Gender:Women;Colours:MR Stripe;Size:XL;Natural Fibre:Yes;Colour:White,2023-09-25 00:00:00,y,1,9420070039198,Underwear,,https://www.wildearth.com.au/assets/full/100044-2169-676-XL.jpg,https://www.wildearth.com.au/buy/mons-royale-womens-folo-brief-mr-stripe-xl/100044-2169-676-XL,44.95,31.47,All Products > Clothing > Bottoms > Underwear
10004447-001-L,D10004447,D10004447-Black,Dakine Storm Liner Mens Snowboard & Ski Gloves - Black - L,Dakine,,,,Best Use:Snow;Gender:Men;Colours:Black;Size:L;Colour:Black,2024-12-05 00:00:00,y,1,194626558288,Gloves,,https://www.wildearth.com.au/assets/full/10004447-001-L.jpg,https://www.wildearth.com.au/buy/dakine-storm-liner-glove-black-l/10004447-001-L,55.99,47.95,All Products > Clothing > Clothing Accessories > Gloves;All Products > Snow > Snow Gloves & Socks
10004447-001-M,D10004447,D10004447-Black,Dakine Storm Liner Mens Snowboard & Ski Gloves - Black - M,Dakine,,,,Best Use:Snow;Gender:Men;Colours:Black;Size:M;Colour:Black,2024-12-05 00:00:00,y,1,194626558318,Gloves,,https://www.wildearth.com.au/assets/full/10004447-001-M.jpg,https://www.wildearth.com.au/buy/dakine-storm-liner-glove-black-m/10004447-001-M,55.99,47.95,All Products > Clothing > Clothing Accessories > Gloves;All Products > Snow > Snow Gloves & Socks
10004447-001-S,D10004447,D10004447-Black,Dakine Storm Liner Mens Snowboard & Ski Gloves - Black - S,Dakine,,,,Best Use:Snow;Gender:Men;Colours:Black;Size:S;Colour:Black,2024-12-05 00:00:00,y,1,194626558295,Gloves,,https://www.wildearth.com.au/assets/full/10004447-001-S.jpg,https://www.wildearth.com.au/buy/dakine-storm-liner-glove-black-s/10004447-001-S,55.99,47.95,All Products > Clothing > Clothing Accessories > Gloves;All Products > Snow > Snow Gloves & Socks
10004447-001-XL,D10004447,D10004447-Black,Dakine Storm Liner Mens Snowboard & Ski Gloves - Black - XL,Dakine,,,,Best Use:Snow;Gender:Men;Colours:Black;Size:XL;Colour:Black,2024-12-05 00:00:00,y,1,194626558271,Gloves,,https://www.wildearth.com.au/assets/full/10004447-001-XL.jpg,https://www.wildearth.com.au/buy/dakine-storm-liner-glove-black-xl/10004447-001-XL,55.99,47.95,All Products > Clothing > Clothing Accessories > Gloves;All Products > Snow > Snow Gloves & Socks
100069-1169,,100069-1169,Mons Royale Olympus Mens Merino Base Layer Leggings,Mons Royale,Ultimate warmth. Designed for the coldest days and the biggest adventure. Olympus is our warmest baselayer offering unrivalled warmth to weight ratio and strategically placed mesh panels to ensure breathability. We use midweight 250 merino wool with added elastane so that Olympus will keep its shape and last longer.,"<ul>
	<li>Full length baselayer legging</li>
	<li>Flatlocked seams to prevent friction</li>
	<li>Merino mesh panels behind knee.</li>
</ul>
","<p>Fit: Slim<br />
Fabric Type: Merino Blend<br />
Weight: 250gsm<br />
Blend: 97% Merino Wool 3% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Men;Clothing Type:Baselayer;Natural Fibre:Yes,2025-03-04 00:00:00,y,1,,Pants,"100069-1169-119-L,100069-1169-119-M,100069-1169-119-S,100069-1169-119-XL",https://www.wildearth.com.au/assets/full/100069-1169.jpg,https://www.wildearth.com.au/buy/mons-royale-olympus-mens-merino-base-layer-legging/100069-1169,139.95,125.95,All Products > Clothing > Bottoms > Tights
100069-1169-119-L,100069-1169,100069-1169-Black,Mons Royale Olympus Mens Merino Base Layer Leggings - Black/9 Iron - L,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Men;Colours:Black/9 Iron;Size:L;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2025-03-04 00:00:00,y,1,9420057477418,Pants,,https://www.wildearth.com.au/assets/full/100069-1169-119-L.jpg,https://www.wildearth.com.au/buy/mons-royale-mens-olympus-legging-black-9-iron-l/100069-1169-119-L,139.95,125.95,All Products > Clothing > Bottoms > Tights
100069-1169-119-M,100069-1169,100069-1169-Black,Mons Royale Olympus Mens Merino Base Layer Leggings - Black/9 Iron - M,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Men;Colours:Black/9 Iron;Size:M;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2025-03-04 00:00:00,y,1,9420057477401,Pants,,https://www.wildearth.com.au/assets/full/100069-1169-119-M.jpg,https://www.wildearth.com.au/buy/mons-royale-mens-olympus-legging-black-9-iron-m/100069-1169-119-M,139.95,125.95,All Products > Clothing > Bottoms > Tights
100069-1169-119-S,100069-1169,100069-1169-Black,Mons Royale Olympus Mens Merino Base Layer Leggings - Black/9 Iron - S,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Men;Colours:Black/9 Iron;Size:S;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2025-03-04 00:00:00,y,1,9420057477395,Pants,,https://www.wildearth.com.au/assets/full/100069-1169-119-S.jpg,https://www.wildearth.com.au/buy/mons-royale-mens-olympus-legging-black-9-iron-s/100069-1169-119-S,139.95,125.95,All Products > Clothing > Bottoms > Tights
100069-1169-119-XL,100069-1169,100069-1169-Black,Mons Royale Olympus Mens Merino Base Layer Leggings - Black/9 Iron - XL,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Men;Colours:Black/9 Iron;Size:XL;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2025-03-04 00:00:00,y,1,9420057477425,Pants,,https://www.wildearth.com.au/assets/full/100069-1169-119-XL.jpg,https://www.wildearth.com.au/buy/mons-royale-mens-olympus-legging-black-9-iron-xl/100069-1169-119-XL,139.95,125.95,All Products > Clothing > Bottoms > Tights
100071-1171,,100071-1171,Mons Royale Yotei Powder Hood Mens Merino Long Sleeve T-Shirt,Mons Royale,"Layer like a legend. The Mons Royale Yotei Powder Hood delivers the natural warmth and breathability of 100% merino wool in a relaxed fit that’s just as good on its own as it is under your shell. Designed for riders who demand performance without sacrificing style, it’s ideal for big mountain missions, backcountry skin tracks, or laid-back lodge days.","<ul>
	<li>Relaxed Mons standard fit for everyday comfort</li>
	<li>100% merino wool for warmth, breathability, and odour resistance</li>
	<li>First-layer function with street-ready style</li>
	<li>Funnel hood seals out the cold and fits easily under a helmet</li>
	<li>Thumb loops keep sleeves in place and add hand coverage</li>
	<li>Can be worn solo or layered for variable conditions</li>
</ul>
","<p data-end=""1488"" data-start=""1352""><strong data-end=""1381"" data-start=""1373"">Fit:</strong> Standard<br data-end=""1393"" data-start=""1390"" />
<strong data-end=""1411"" data-start=""1393"">Material Type:</strong> 100% Merino Wool<br data-end=""1431"" data-start=""1428"" />
<strong data-end=""1449"" data-start=""1431"">Fabric Weight:</strong> 190gsm<br data-end=""1459"" data-start=""1456"" />
<strong data-end=""1469"" data-start=""1459"">Blend:</strong> 100% Merino Wool</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Snow;Gender:Men;Colours:Willow/Black;Shirt Type:Long Sleeve;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Black,2025-11-07 00:00:00,y,0,,T-Shirts,"100071-1171-929-L,100071-1171-929-M,100071-1171-929-XL",https://www.wildearth.com.au/assets/full/100071-1171.webp,https://www.wildearth.com.au/buy/mons-royale-yotei-powder-hood-mens-merino-long-sle/100071-1171,179.95,179.95,All Products > Clothing > Tops > T-Shirts
100071-1171-929-L,100071-1171,100071-1171-Green,Mons Royale Yotei Powder Hood Mens Merino Long Sleeve T-Shirt - Willow/Black - L,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Snow;Gender:Men;Colours:Willow/Black;Shirt Type:Long Sleeve;Size:L;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Green,2025-11-07 00:00:00,y,0,9420070077176,T-Shirts,,https://www.wildearth.com.au/assets/full/100071-1171-929-L.webp,https://www.wildearth.com.au/buy/mons-royale-mens-yotei-merino-powder-hood-long-sle/100071-1171-929-L,179.95,179.95,All Products > Clothing > Tops > T-Shirts
100071-1171-929-M,100071-1171,100071-1171-Green,Mons Royale Yotei Powder Hood Mens Merino Long Sleeve T-Shirt - Willow/Black - M,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Snow;Gender:Men;Colours:Willow/Black;Shirt Type:Long Sleeve;Size:M;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Green,2025-11-07 00:00:00,y,0,9420070077169,T-Shirts,,https://www.wildearth.com.au/assets/full/100071-1171-929-M.webp,https://www.wildearth.com.au/buy/mons-royale-mens-yotei-merino-powder-hood-long-sle/100071-1171-929-M,179.95,179.95,All Products > Clothing > Tops > T-Shirts
100071-1171-929-XL,100071-1171,100071-1171-Green,Mons Royale Yotei Powder Hood Mens Merino Long Sleeve T-Shirt - Willow/Black - XL,Mons Royale,,,,Eco Friendly:Yes;B Corp:Yes;Best Use:Snow;Gender:Men;Colours:Willow/Black;Shirt Type:Long Sleeve;Size:XL;Clothing Type:Baselayer;Natural Fibre:Yes;Colour:Green,2025-11-07 00:00:00,y,0,9420070077183,T-Shirts,,https://www.wildearth.com.au/assets/full/100071-1171-929-XL.webp,https://www.wildearth.com.au/buy/mons-royale-mens-yotei-merino-powder-hood-long-sle/100071-1171-929-XL,179.95,179.95,All Products > Clothing > Tops > T-Shirts
100078-1165,,100078-1165,Mons Royale Temple Tech Merino Mens Hoodie,Mons Royale,"Temple Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit and is packed with features to deliver performance in all conditions. Temple Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.","<ul>
	<li>Merino Air-Con 140</li>
	<li>Mons slim fit</li>
	<li>Half zip hood for sun protection and venting</li>
	<li>Breathable merino mesh back and panels</li>
	<li>Raglan sleeves and flatlocked seams</li>
	<li>Drop tail for extra coverage</li>
	<li>Thumb loops</li>
</ul>
","<p>Fit: Slim<br />
Fabric: Merino Air-Con<br />
Weight: 140gsm<br />
Blend: 83% Merino Wool 13% Nylon 4% Elastane</p>
",Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Men;Clothing Type:Fleece;Natural Fibre:Yes,2022-08-25 00:00:00,y,1,,Jackets,"100078-1165-001-L,100078-1165-001-M,100078-1165-001-S,100078-1165-001-XL,100078-1165-001-XXL",https://www.wildearth.com.au/assets/full/100078-1165.jpg,https://www.wildearth.com.au/buy/mons-royale-temple-tech-merino-mens-hoodie/100078-1165,159.95,145.95,All Products > Clothing > Tops > Hoodies & Sweatshirts
100078-1165-001-L,100078-1165,100078-1165-Black,Mons Royale Temple Tech Merino Mens Hoodie - VLU Black - L,Mons Royale,"Temple Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit and is packed with features to deliver performance in all conditions. Temple Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.",<ul> 	<li>Merino Air-Con 140</li> 	<li>Mons slim fit</li> 	<li>Half zip hood for sun protection and venting</li> 	<li>Breathable merino mesh back and panels</li> 	<li>Raglan sleeves and flatlocked seams</li> 	<li>Drop tail for extra coverage</li> 	<li>Thumb loops</li> </ul> ,<p>Fit: Slim<br /> Fabric: Merino Air-Con<br /> Weight: 140gsm<br /> Blend: 83% Merino Wool 13% Nylon 4% Elastane</p> ,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Men;Colours:VLU Black;Size:L;Clothing Type:Fleece;Natural Fibre:Yes;Colour:Black,2022-06-30 00:00:00,y,1,9420057479214,Jackets,,https://www.wildearth.com.au/assets/full/100078-1165-001-L.jpg,https://www.wildearth.com.au/buy/mens-temple-tech-hood-vlu-black-l/100078-1165-001-L,159.95,145.95,All Products > Clothing > Tops > Hoodies & Sweatshirts
100078-1165-001-M,100078-1165,100078-1165-Black,Mons Royale Temple Tech Merino Mens Hoodie - VLU Black - M,Mons Royale,"Temple Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit and is packed with features to deliver performance in all conditions. Temple Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.",<ul> 	<li>Merino Air-Con 140</li> 	<li>Mons slim fit</li> 	<li>Half zip hood for sun protection and venting</li> 	<li>Breathable merino mesh back and panels</li> 	<li>Raglan sleeves and flatlocked seams</li> 	<li>Drop tail for extra coverage</li> 	<li>Thumb loops</li> </ul> ,<p>Fit: Slim<br /> Fabric: Merino Air-Con<br /> Weight: 140gsm<br /> Blend: 83% Merino Wool 13% Nylon 4% Elastane</p> ,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Men;Colours:VLU Black;Size:M;Clothing Type:Fleece;Natural Fibre:Yes;Colour:Black,2022-06-30 00:00:00,y,1,9420057479207,Jackets,,https://www.wildearth.com.au/assets/full/100078-1165-001-M.jpg,https://www.wildearth.com.au/buy/mens-temple-tech-hood-vlu-black-m/100078-1165-001-M,159.95,145.95,All Products > Clothing > Tops > Hoodies & Sweatshirts
100078-1165-001-S,100078-1165,100078-1165-Black,Mons Royale Temple Tech Merino Mens Hoodie - VLU Black - S,Mons Royale,"Temple Tech is an active baselayer designed for multisport use. It is lightweight, has a slim fit and is packed with features to deliver performance in all conditions. Temple Tech uses our ultra-lite Merino Air-Con 140. Nature&#39;s climate control - It keeps you cool when you&#39;re hot, warm when its not.",<ul> 	<li>Merino Air-Con 140</li> 	<li>Mons slim fit</li> 	<li>Half zip hood for sun protection and venting</li> 	<li>Breathable merino mesh back and panels</li> 	<li>Raglan sleeves and flatlocked seams</li> 	<li>Drop tail for extra coverage</li> 	<li>Thumb loops</li> </ul> ,<p>Fit: Slim<br /> Fabric: Merino Air-Con<br /> Weight: 140gsm<br /> Blend: 83% Merino Wool 13% Nylon 4% Elastane</p> ,Eco Friendly:Yes;B Corp:Yes;Best Use:Hiking;Gender:Men;Colours:VLU Black;Size:S;Clothing Type:Fleece;Natural Fibre:Yes;Colour:Black,2022-06-30 00:00:00,y,1,9420057479191,Jackets,,https://www.wildearth.com.au/assets/full/100078-1165-001-S.jpg,https://www.wildearth.com.au/buy/mens-temple-tech-hood-vlu-black-s/100078-1165-001-S,159.95,145.95,All Products > Clothing > Tops > Hoodies & Sweatshirts
